ln (n2d)	T0^(1/3)	-Seebeck	Independent Variable	Linear Fit of T0^(1/3)	Independent Variable	Linear Fit of -Seebeck
			28.3715715715716	45.4995079918222	28.3715715715716	76.8231249283348
			28.3728728728729	45.4655134337755	28.3728728728729	76.7991565410841
			28.3741741741742	45.4315188757291	28.3741741741742	76.7751881538335
			28.3754754754755	45.3975243176826	28.3754754754755	76.7512197665828
			28.3767767767768	45.3635297596361	28.3767767767768	76.7272513793322
			28.3780780780781	45.3295352015895	28.3780780780781	76.7032829920815
			28.3793793793794	45.2955406435431	28.3793793793794	76.6793146048309
			28.3806806806807	45.2615460854965	28.3806806806807	76.6553462175804
			28.381981981982	45.2275515274499	28.381981981982	76.6313778303296
			28.3832832832833	45.1935569694034	28.3832832832833	76.6074094430791
			28.3845845845846	45.159562411357	28.3845845845846	76.5834410558284
			28.3858858858859	45.1255678533104	28.3858858858859	76.5594726685777
			28.3871871871872	45.0915732952639	28.3871871871872	76.5355042813271
			28.3884884884885	45.0575787372173	28.3884884884885	76.5115358940765
			28.3897897897898	45.0235841791708	28.3897897897898	76.4875675068258
			28.3910910910911	44.9895896211243	28.3910910910911	76.4635991195752
			28.3923923923924	44.9555950630778	28.3923923923924	76.4396307323245
			28.3936936936937	44.9216005050313	28.3936936936937	76.4156623450739
			28.394994994995	44.8876059469848	28.394994994995	76.3916939578232
			28.3962962962963	44.8536113889382	28.3962962962963	76.3677255705726
			28.3975975975976	44.8196168308917	28.3975975975976	76.3437571833219
			28.3988988988989	44.7856222728452	28.3988988988989	76.3197887960713
			28.4002002002002	44.7516277147987	28.4002002002002	76.2958204088208
			28.4015015015015	44.7176331567521	28.4015015015015	76.27185202157
			28.4028028028028	44.6836385987057	28.4028028028028	76.2478836343195
			28.4041041041041	44.6496440406592	28.4041041041041	76.2239152470688
			28.4054054054054	44.6156494826125	28.4054054054054	76.1999468598181
			28.4067067067067	44.581654924566	28.4067067067067	76.1759784725675
			28.408008008008	44.5476603665196	28.408008008008	76.1520100853169
			28.4093093093093	44.513665808473	28.4093093093093	76.1280416980662
			28.4106106106106	44.4796712504265	28.4106106106106	76.1040733108156
			28.4119119119119	44.4456766923799	28.4119119119119	76.0801049235649
			28.4132132132132	44.4116821343334	28.4132132132132	76.0561365363143
			28.4145145145145	44.3776875762869	28.4145145145145	76.0321681490636
			28.4158158158158	44.3436930182404	28.4158158158158	76.008199761813
			28.4171171171171	44.3096984601939	28.4171171171171	75.9842313745623
			28.4184184184184	44.2757039021474	28.4184184184184	75.9602629873117
			28.4197197197197	44.2417093441009	28.4197197197197	75.9362946000612
			28.421021021021	44.2077147860543	28.421021021021	75.9123262128104
			28.4223223223223	44.1737202280078	28.4223223223223	75.8883578255598
			28.4236236236236	44.1397256699613	28.4236236236236	75.8643894383092
			28.4249249249249	44.1057311119147	28.4249249249249	75.8404210510585
			28.4262262262262	44.0717365538683	28.4262262262262	75.8164526638079
			28.4275275275275	44.0377419958218	28.4275275275275	75.7924842765573
			28.4288288288288	44.0037474377751	28.4288288288288	75.7685158893066
			28.4301301301301	43.9697528797286	28.4301301301301	75.744547502056
			28.4314314314314	43.9357583216822	28.4314314314314	75.7205791148053
			28.4327327327327	43.9017637636356	28.4327327327327	75.6966107275547
			28.434034034034	43.8677692055891	28.434034034034	75.672642340304
			28.4353353353353	43.8337746475426	28.4353353353353	75.6486739530534
			28.4366366366366	43.799780089496	28.4366366366366	75.6247055658027
			28.4379379379379	43.7657855314495	28.4379379379379	75.6007371785521
			28.4392392392392	43.731790973403	28.4392392392392	75.5767687913014
			28.4405405405405	43.6977964153565	28.4405405405405	75.5528004040508
			28.4418418418418	43.66380185731	28.4418418418418	75.5288320168002
			28.4431431431431	43.6298072992635	28.4431431431431	75.5048636295496
			28.4444444444444	43.5958127412169	28.4444444444444	75.4808952422989
			28.4457457457457	43.5618181831704	28.4457457457457	75.4569268550483
			28.447047047047	43.5278236251239	28.447047047047	75.4329584677977
			28.4483483483484	43.4938290670773	28.4483483483484	75.408990080547
			28.4496496496497	43.4598345090309	28.4496496496497	75.3850216932964
			28.450950950951	43.4258399509844	28.450950950951	75.3610533060457
			28.4522522522523	43.3918453929377	28.4522522522523	75.3370849187951
			28.4535535535536	43.3578508348912	28.4535535535536	75.3131165315444
			28.4548548548549	43.3238562768448	28.4548548548549	75.2891481442938
			28.4561561561562	43.2898617187982	28.4561561561562	75.2651797570431
			28.4574574574575	43.2558671607517	28.4574574574575	75.2412113697925
			28.4587587587588	43.2218726027052	28.4587587587588	75.2172429825418
			28.4600600600601	43.1878780446586	28.4600600600601	75.1932745952912
			28.4613613613614	43.1538834866121	28.4613613613614	75.1693062080406
			28.4626626626627	43.1198889285656	28.4626626626627	75.14533782079
			28.463963963964	43.0858943705191	28.463963963964	75.1213694335393
			28.4652652652653	43.0518998124726	28.4652652652653	75.0974010462887
			28.4665665665666	43.0179052544261	28.4665665665666	75.0734326590381
			28.4678678678679	42.9839106963796	28.4678678678679	75.0494642717873
			28.4691691691692	42.949916138333	28.4691691691692	75.0254958845368
			28.4704704704705	42.9159215802865	28.4704704704705	75.0015274972861
			28.4717717717718	42.8819270222399	28.4717717717718	74.9775591100355
			28.4730730730731	42.8479324641935	28.4730730730731	74.9535907227848
			28.4743743743744	42.813937906147	28.4743743743744	74.9296223355342
			28.4756756756757	42.7799433481003	28.4756756756757	74.9056539482835
			28.476976976977	42.7459487900538	28.476976976977	74.8816855610329
			28.4782782782783	42.7119542320074	28.4782782782783	74.8577171737822
			28.4795795795796	42.6779596739608	28.4795795795796	74.8337487865316
			28.4808808808809	42.6439651159143	28.4808808808809	74.809780399281
			28.4821821821822	42.6099705578678	28.4821821821822	74.7858120120304
			28.4834834834835	42.5759759998213	28.4834834834835	74.7618436247797
			28.4847847847848	42.5419814417747	28.4847847847848	74.7378752375291
			28.4860860860861	42.5079868837282	28.4860860860861	74.7139068502785
			28.4873873873874	42.4739923256817	28.4873873873874	74.6899384630277
			28.4886886886887	42.4399977676352	28.4886886886887	74.6659700757772
			28.48998998999	42.4060032095887	28.48998998999	74.6420016885265
			28.4912912912913	42.3720086515422	28.4912912912913	74.6180333012759
			28.4925925925926	42.3380140934956	28.4925925925926	74.5940649140252
			28.4938938938939	42.3040195354491	28.4938938938939	74.5700965267746
			28.4951951951952	42.2700249774025	28.4951951951952	74.5461281395239
			28.4964964964965	42.2360304193561	28.4964964964965	74.5221597522733
			28.4977977977978	42.2020358613096	28.4977977977978	74.4981913650226
			28.4990990990991	42.168041303263	28.4990990990991	74.474222977772
			28.5004004004004	42.1340467452164	28.5004004004004	74.4502545905214
			28.5017017017017	42.10005218717	28.5017017017017	74.4262862032708
			28.503003003003	42.0660576291234	28.503003003003	74.4023178160201
			28.5043043043043	42.0320630710769	28.5043043043043	74.3783494287694
			28.5056056056056	41.9980685130304	28.5056056056056	74.3543810415189
			28.5069069069069	41.9640739549839	28.5069069069069	74.3304126542681
			28.5082082082082	41.9300793969373	28.5082082082082	74.3064442670176
			28.5095095095095	41.8960848388908	28.5095095095095	74.2824758797669
			28.5108108108108	41.8620902808443	28.5108108108108	74.2585074925163
			28.5121121121121	41.8280957227978	28.5121121121121	74.2345391052656
			28.5134134134134	41.7941011647513	28.5134134134134	74.210570718015
			28.5147147147147	41.7601066067048	28.5147147147147	74.1866023307643
			28.516016016016	41.7261120486583	28.516016016016	74.1626339435137
			28.5173173173173	41.6921174906117	28.5173173173173	74.138665556263
			28.5186186186186	41.6581229325652	28.5186186186186	74.1146971690125
			28.5199199199199	41.6241283745187	28.5199199199199	74.0907287817618
			28.5212212212212	41.5901338164722	28.5212212212212	74.0667603945111
			28.5225225225225	41.5561392584257	28.5225225225225	74.0427920072606
			28.5238238238238	41.522144700379	28.5238238238238	74.0188236200098
			28.5251251251251	41.4881501423326	28.5251251251251	73.9948552327593
			28.5264264264264	41.4541555842861	28.5264264264264	73.9708868455086
			28.5277277277277	41.4201610262395	28.5277277277277	73.946918458258
			28.529029029029	41.386166468193	28.529029029029	73.9229500710073
			28.5303303303303	41.3521719101466	28.5303303303303	73.8989816837567
			28.5316316316316	41.3181773521	28.5316316316316	73.875013296506
			28.5329329329329	41.2841827940534	28.5329329329329	73.8510449092554
			28.5342342342342	41.250188236007	28.5342342342342	73.8270765220047
			28.5355355355355	41.2161936779604	28.5355355355355	73.8031081347541
			28.5368368368368	41.1821991199139	28.5368368368368	73.7791397475035
			28.5381381381381	41.1482045618674	28.5381381381381	73.7551713602528
			28.5394394394394	41.1142100038209	28.5394394394394	73.7312029730022
			28.5407407407407	41.0802154457743	28.5407407407407	73.7072345857515
			28.542042042042	41.0462208877278	28.542042042042	73.683266198501
			28.5433433433433	41.0122263296813	28.5433433433433	73.6592978112502
			28.5446446446446	40.9782317716348	28.5446446446446	73.6353294239997
			28.5459459459459	40.9442372135883	28.5459459459459	73.611361036749
			28.5472472472472	40.9102426555417	28.5472472472472	73.5873926494984
			28.5485485485485	40.8762480974953	28.5485485485485	73.5634242622477
			28.5498498498498	40.8422535394487	28.5498498498498	73.5394558749971
			28.5511511511512	40.8082589814021	28.5511511511512	73.5154874877464
			28.5524524524525	40.7742644233556	28.5524524524525	73.4915191004958
			28.5537537537538	40.7402698653092	28.5537537537538	73.4675507132451
			28.5550550550551	40.7062753072626	28.5550550550551	73.4435823259945
			28.5563563563564	40.672280749216	28.5563563563564	73.4196139387439
			28.5576576576577	40.6382861911696	28.5576576576577	73.3956455514932
			28.558958958959	40.604291633123	28.558958958959	73.3716771642426
			28.5602602602603	40.5702970750765	28.5602602602603	73.3477087769919
			28.5615615615616	40.53630251703	28.5615615615616	73.3237403897414
			28.5628628628629	40.5023079589835	28.5628628628629	73.2997720024906
			28.5641641641642	40.468313400937	28.5641641641642	73.2758036152401
			28.5654654654655	40.4343188428904	28.5654654654655	73.2518352279894
			28.5667667667668	40.4003242848439	28.5667667667668	73.2278668407388
			28.5680680680681	40.3663297267974	28.5680680680681	73.2038984534881
			28.5693693693694	40.3323351687509	28.5693693693694	73.1799300662375
			28.5706706706707	40.2983406107043	28.5706706706707	73.1559616789868
			28.571971971972	40.2643460526579	28.571971971972	73.1319932917362
			28.5732732732733	40.2303514946113	28.5732732732733	73.1080249044855
			28.5745745745746	40.1963569365647	28.5745745745746	73.0840565172349
			28.5758758758759	40.1623623785182	28.5758758758759	73.0600881299843
			28.5771771771772	40.1283678204718	28.5771771771772	73.0361197427336
			28.5784784784785	40.0943732624252	28.5784784784785	73.012151355483
			28.5797797797798	40.0603787043787	28.5797797797798	72.9881829682323
			28.5810810810811	40.0263841463322	28.5810810810811	72.9642145809818
			28.5823823823824	39.9923895882856	28.5823823823824	72.940246193731
			28.5836836836837	39.9583950302391	28.5836836836837	72.9162778064805
			28.584984984985	39.9244004721926	28.584984984985	72.8923094192298
			28.5862862862863	39.8904059141461	28.5862862862863	72.8683410319791
			28.5875875875876	39.8564113560996	28.5875875875876	72.8443726447285
			28.5888888888889	39.822416798053	28.5888888888889	72.8204042574779
			28.5901901901902	39.7884222400065	28.5901901901902	72.7964358702272
			28.5914914914915	39.75442768196	28.5914914914915	72.7724674829766
			28.5927927927928	39.7204331239135	28.5927927927928	72.7484990957259
			28.5940940940941	39.6864385658669	28.5940940940941	72.7245307084753
			28.5953953953954	39.6524440078205	28.5953953953954	72.7005623212247
			28.5966966966967	39.6184494497739	28.5966966966967	72.676593933974
			28.597997997998	39.5844548917273	28.597997997998	72.6526255467234
			28.5992992992993	39.5504603336808	28.5992992992993	72.6286571594727
			28.6006006006006	39.5164657756344	28.6006006006006	72.6046887722222
			28.6019019019019	39.4824712175878	28.6019019019019	72.5807203849714
			28.6032032032032	39.4484766595413	28.6032032032032	72.5567519977208
			28.6045045045045	39.4144821014949	28.6045045045045	72.5327836104702
			28.6058058058058	39.3804875434482	28.6058058058058	72.5088152232195
			28.6071071071071	39.3464929854017	28.6071071071071	72.4848468359689
			28.6084084084084	39.3124984273552	28.6084084084084	72.4608784487183
			28.6097097097097	39.2785038693087	28.6097097097097	72.4369100614676
			28.611011011011	39.2445093112622	28.611011011011	72.412941674217
			28.6123123123123	39.2105147532156	28.6123123123123	72.3889732869663
			28.6136136136136	39.1765201951691	28.6136136136136	72.3650048997157
			28.6149149149149	39.1425256371226	28.6149149149149	72.3410365124651
			28.6162162162162	39.1085310790761	28.6162162162162	72.3170681252144
			28.6175175175175	39.0745365210295	28.6175175175175	72.2930997379638
			28.6188188188188	39.0405419629831	28.6188188188188	72.2691313507131
			28.6201201201201	39.0065474049366	28.6201201201201	72.2451629634625
			28.6214214214214	38.9725528468899	28.6214214214214	72.2211945762118
			28.6227227227227	38.9385582888434	28.6227227227227	72.1972261889612
			28.624024024024	38.904563730797	28.624024024024	72.1732578017106
			28.6253253253253	38.8705691727504	28.6253253253253	72.1492894144599
			28.6266266266266	38.8365746147039	28.6266266266266	72.1253210272093
			28.6279279279279	38.8025800566575	28.6279279279279	72.1013526399587
			28.6292292292292	38.7685854986108	28.6292292292292	72.077384252708
			28.6305305305305	38.7345909405643	28.6305305305305	72.0534158654574
			28.6318318318318	38.7005963825178	28.6318318318318	72.0294474782067
			28.6331331331331	38.6666018244713	28.6331331331331	72.0054790909561
			28.6344344344344	38.6326072664248	28.6344344344344	71.9815107037055
			28.6357357357357	38.5986127083783	28.6357357357357	71.9575423164548
			28.637037037037	38.5646181503317	28.637037037037	71.9335739292042
			28.6383383383383	38.5306235922852	28.6383383383383	71.9096055419535
			28.6396396396396	38.4966290342387	28.6396396396396	71.8856371547029
			28.6409409409409	38.4626344761921	28.6409409409409	71.8616687674522
			28.6422422422422	38.4286399181457	28.6422422422422	71.8377003802016
			28.6435435435435	38.3946453600992	28.6435435435435	71.813731992951
			28.6448448448448	38.3606508020525	28.6448448448448	71.7897636057003
			28.6461461461461	38.326656244006	28.6461461461461	71.7657952184497
			28.6474474474474	38.2926616859596	28.6474474474474	71.7418268311991
			28.6487487487488	38.258667127913	28.6487487487488	71.7178584439484
			28.6500500500501	38.2246725698665	28.6500500500501	71.6938900566978
			28.6513513513514	38.1906780118201	28.6513513513514	71.6699216694471
			28.6526526526527	38.1566834537734	28.6526526526527	71.6459532821965
			28.653953953954	38.1226888957269	28.653953953954	71.6219848949459
			28.6552552552553	38.0886943376804	28.6552552552553	71.5980165076952
			28.6565565565566	38.0546997796339	28.6565565565566	71.5740481204446
			28.6578578578579	38.0207052215874	28.6578578578579	71.5500797331939
			28.6591591591592	37.9867106635409	28.6591591591592	71.5261113459433
			28.6604604604605	37.9527161054943	28.6604604604605	71.5021429586926
			28.6617617617618	37.9187215474478	28.6617617617618	71.478174571442
			28.6630630630631	37.8847269894013	28.6630630630631	71.4542061841914
			28.6643643643644	37.8507324313548	28.6643643643644	71.4302377969408
			28.6656656656657	37.8167378733083	28.6656656656657	71.4062694096901
			28.666966966967	37.7827433152618	28.666966966967	71.3823010224395
			28.6682682682683	37.7487487572153	28.6682682682683	71.3583326351888
			28.6695695695696	37.7147541991686	28.6695695695696	71.3343642479382
			28.6708708708709	37.6807596411222	28.6708708708709	71.3103958606875
			28.6721721721722	37.6467650830757	28.6721721721722	71.2864274734369
			28.6734734734735	37.6127705250291	28.6734734734735	71.2624590861863
			28.6747747747748	37.5787759669827	28.6747747747748	71.2384906989356
			28.6760760760761	37.5447814089362	28.6760760760761	71.214522311685
			28.6773773773774	37.5107868508895	28.6773773773774	71.1905539244343
			28.6786786786787	37.476792292843	28.6786786786787	71.1665855371837
			28.67997997998	37.4427977347966	28.67997997998	71.1426171499331
			28.6812812812813	37.40880317675	28.6812812812813	71.1186487626824
			28.6825825825826	37.3748086187035	28.6825825825826	71.0946803754318
			28.6838838838839	37.340814060657	28.6838838838839	71.0707119881812
			28.6851851851852	37.3068195026104	28.6851851851852	71.0467436009304
			28.6864864864865	37.2728249445639	28.6864864864865	71.0227752136799
			28.6877877877878	37.2388303865174	28.6877877877878	70.9988068264292
			28.6890890890891	37.2048358284709	28.6890890890891	70.9748384391786
			28.6903903903904	37.1708412704244	28.6903903903904	70.950870051928
			28.6916916916917	37.1368467123779	28.6916916916917	70.9269016646773
			28.692992992993	37.1028521543312	28.692992992993	70.9029332774267
			28.6942942942943	37.0688575962848	28.6942942942943	70.878964890176
			28.6955955955956	37.0348630382383	28.6955955955956	70.8549965029254
			28.6968968968969	37.0008684801917	28.6968968968969	70.8310281156747
			28.6981981981982	36.9668739221453	28.6981981981982	70.8070597284241
			28.6994994994995	36.9328793640988	28.6994994994995	70.7830913411735
			28.7008008008008	36.8988848060521	28.7008008008008	70.7591229539228
			28.7021021021021	36.8648902480056	28.7021021021021	70.7351545666721
			28.7034034034034	36.8308956899592	28.7034034034034	70.7111861794216
			28.7047047047047	36.7969011319126	28.7047047047047	70.6872177921708
			28.706006006006	36.7629065738661	28.706006006006	70.6632494049203
			28.7073073073073	36.7289120158196	28.7073073073073	70.6392810176696
			28.7086086086086	36.694917457773	28.7086086086086	70.615312630419
			28.7099099099099	36.6609228997265	28.7099099099099	70.5913442431684
			28.7112112112112	36.62692834168	28.7112112112112	70.5673758559177
			28.7125125125125	36.5929337836335	28.7125125125125	70.5434074686671
			28.7138138138138	36.558939225587	28.7138138138138	70.5194390814164
			28.7151151151151	36.5249446675405	28.7151151151151	70.4954706941658
			28.7164164164164	36.4909501094938	28.7164164164164	70.4715023069151
			28.7177177177177	36.4569555514474	28.7177177177177	70.4475339196645
			28.719019019019	36.4229609934009	28.719019019019	70.4235655324139
			28.7203203203203	36.3889664353543	28.7203203203203	70.3995971451632
			28.7216216216216	36.3549718773079	28.7216216216216	70.3756287579125
			28.7229229229229	36.3209773192614	28.7229229229229	70.351660370662
			28.7242242242242	36.2869827612147	28.7242242242242	70.3276919834112
			28.7255255255255	36.2529882031682	28.7255255255255	70.3037235961607
			28.7268268268268	36.2189936451218	28.7268268268268	70.27975520891
			28.7281281281281	36.1849990870752	28.7281281281281	70.2557868216594
			28.7294294294294	36.1510045290287	28.7294294294294	70.2318184344088
			28.7307307307307	36.1170099709822	28.7307307307307	70.2078500471581
			28.732032032032	36.0830154129357	28.732032032032	70.1838816599075
			28.7333333333333	36.0490208548891	28.7333333333333	70.1599132726568
			28.7346346346346	36.0150262968426	28.7346346346346	70.1359448854062
			28.7359359359359	35.9810317387961	28.7359359359359	70.1119764981555
			28.7372372372372	35.9470371807496	28.7372372372372	70.0880081109049
			28.7385385385385	35.9130426227031	28.7385385385385	70.0640397236542
			28.7398398398398	35.8790480646564	28.7398398398398	70.0400713364036
			28.7411411411411	35.84505350661	28.7411411411411	70.0161029491529
			28.7424424424424	35.8110589485635	28.7424424424424	69.9921345619024
			28.7437437437437	35.7770643905169	28.7437437437437	69.9681661746516
			28.745045045045	35.7430698324705	28.745045045045	69.9441977874011
			28.7463463463463	35.709075274424	28.7463463463463	69.9202294001504
			28.7476476476477	35.6750807163774	28.7476476476477	69.8962610128998
			28.748948948949	35.6410861583308	28.748948948949	69.8722926256492
			28.7502502502503	35.6070916002844	28.7502502502503	69.8483242383985
			28.7515515515516	35.5730970422378	28.7515515515516	69.8243558511479
			28.7528528528529	35.5391024841913	28.7528528528529	69.8003874638972
			28.7541541541542	35.5051079261448	28.7541541541542	69.7764190766466
			28.7554554554555	35.4711133680983	28.7554554554555	69.7524506893959
			28.7567567567568	35.4371188100517	28.7567567567568	69.7284823021453
			28.7580580580581	35.4031242520052	28.7580580580581	69.7045139148946
			28.7593593593594	35.3691296939587	28.7593593593594	69.680545527644
			28.7606606606607	35.3351351359122	28.7606606606607	69.6565771403933
			28.761961961962	35.3011405778657	28.761961961962	69.6326087531428
			28.7632632632633	35.2671460198191	28.7632632632633	69.608640365892
			28.7645645645646	35.2331514617727	28.7645645645646	69.5846719786415
			28.7658658658659	35.1991569037261	28.7658658658659	69.5607035913908
			28.7671671671672	35.1651623456795	28.7671671671672	69.5367352041401
			28.7684684684685	35.1311677876331	28.7684684684685	69.5127668168896
			28.7697697697698	35.0971732295866	28.7697697697698	69.4887984296389
			28.7710710710711	35.06317867154	28.7710710710711	69.4648300423883
			28.7723723723724	35.0291841134934	28.7723723723724	69.4408616551376
			28.7736736736737	34.995189555447	28.7736736736737	69.416893267887
			28.774974974975	34.9611949974004	28.774974974975	69.3929248806363
			28.7762762762763	34.9272004393539	28.7762762762763	69.3689564933857
			28.7775775775776	34.8932058813074	28.7775775775776	69.344988106135
			28.7788788788789	34.8592113232609	28.7788788788789	69.3210197188844
			28.7801801801802	34.8252167652144	28.7801801801802	69.2970513316337
			28.7814814814815	34.7912222071678	28.7814814814815	69.2730829443832
			28.7827827827828	34.7572276491213	28.7827827827828	69.2491145571324
			28.7840840840841	34.7232330910748	28.7840840840841	69.2251461698818
			28.7853853853854	34.6892385330283	28.7853853853854	69.2011777826312
			28.7866866866867	34.6552439749817	28.7866866866867	69.1772093953805
			28.787987987988	34.6212494169353	28.787987987988	69.15324100813
			28.7892892892893	34.5872548588887	28.7892892892893	69.1292726208793
			28.7905905905906	34.5532603008421	28.7905905905906	69.1053042336287
			28.7918918918919	34.5192657427957	28.7918918918919	69.081335846378
			28.7931931931932	34.4852711847492	28.7931931931932	69.0573674591274
			28.7944944944945	34.4512766267026	28.7944944944945	69.0333990718767
			28.7957957957958	34.4172820686561	28.7957957957958	69.0094306846261
			28.7970970970971	34.3832875106096	28.7970970970971	68.9854622973754
			28.7983983983984	34.349292952563	28.7983983983984	68.9614939101248
			28.7996996996997	34.3152983945165	28.7996996996997	68.9375255228741
			28.801001001001	34.28130383647	28.801001001001	68.9135571356236
			28.8023023023023	34.2473092784236	28.8023023023023	68.8895887483729
			28.8036036036036	34.213314720377	28.8036036036036	68.8656203611222
			28.8049049049049	34.1793201623304	28.8049049049049	68.8416519738716
			28.8062062062062	34.1453256042839	28.8062062062062	68.817683586621
			28.8075075075075	34.1113310462374	28.8075075075075	68.7937151993704
			28.8088088088088	34.0773364881909	28.8088088088088	68.7697468121197
			28.8101101101101	34.0433419301444	28.8101101101101	68.7457784248691
			28.8114114114114	34.0093473720979	28.8114114114114	68.7218100376184
			28.8127127127127	33.9753528140513	28.8127127127127	68.6978416503678
			28.814014014014	33.9413582560048	28.814014014014	68.6738732631171
			28.8153153153153	33.9073636979583	28.8153153153153	68.6499048758665
			28.8166166166166	33.8733691399118	28.8166166166166	68.6259364886158
			28.8179179179179	33.8393745818653	28.8179179179179	68.6019681013653
			28.8192192192192	33.8053800238187	28.8192192192192	68.5779997141145
			28.8205205205205	33.7713854657723	28.8205205205205	68.5540313268639
			28.8218218218218	33.7373909077257	28.8218218218218	68.5300629396133
			28.8231231231231	33.7033963496791	28.8231231231231	68.5060945523626
			28.8244244244244	33.6694017916326	28.8244244244244	68.482126165112
			28.8257257257257	33.6354072335862	28.8257257257257	68.4581577778614
			28.827027027027	33.6014126755396	28.827027027027	68.4341893906108
			28.8283283283283	33.567418117493	28.8283283283283	68.4102210033601
			28.8296296296296	33.5334235594465	28.8296296296296	68.3862526161095
			28.8309309309309	33.4994290014	28.8309309309309	68.3622842288588
			28.8322322322322	33.4654344433535	28.8322322322322	68.3383158416082
			28.8335335335335	33.431439885307	28.8335335335335	68.3143474543575
			28.8348348348348	33.3974453272605	28.8348348348348	68.2903790671069
			28.8361361361361	33.363450769214	28.8361361361361	68.2664106798562
			28.8374374374374	33.3294562111674	28.8374374374374	68.2424422926056
			28.8387387387387	33.2954616531209	28.8387387387387	68.2184739053549
			28.84004004004	33.2614670950744	28.84004004004	68.1945055181043
			28.8413413413413	33.2274725370279	28.8413413413413	68.1705371308537
			28.8426426426426	33.1934779789813	28.8426426426426	68.146568743603
