T^(1/3)	-Seebeck	-Seebeck	-Seebeck	-Seebeck	Independent Variable	Linear Fit of Vg=60 V	Independent Variable	Linear Fit of Vg=40 V	Independent Variable	Linear Fit of Vg=20 V	Independent Variable	Linear Fit of Vg=0 V
					4.51988200089356	1.38003361722988E-5	4.51988200089356	1.5416213485382E-5	4.51988200089356	1.86408024205504E-5	4.51988200089356	1.69078141085491E-5
					4.52104797829769	1.38402608369555E-5	4.52104797829769	1.54594749518461E-5	4.52104797829769	1.86877926951681E-5	4.52104797829769	1.69661355600944E-5
					4.52221395570182	1.38801855016121E-5	4.52221395570182	1.55027364183103E-5	4.52221395570182	1.87347829697858E-5	4.52221395570182	1.70244570116397E-5
					4.52337993310596	1.39201101662687E-5	4.52337993310596	1.55459978847744E-5	4.52337993310596	1.87817732444035E-5	4.52337993310596	1.7082778463185E-5
					4.52454591051009	1.39600348309253E-5	4.52454591051009	1.55892593512385E-5	4.52454591051009	1.88287635190212E-5	4.52454591051009	1.71410999147303E-5
					4.52571188791422	1.39999594955819E-5	4.52571188791422	1.56325208177026E-5	4.52571188791422	1.8875753793639E-5	4.52571188791422	1.71994213662756E-5
					4.52687786531836	1.40398841602385E-5	4.52687786531836	1.56757822841667E-5	4.52687786531836	1.89227440682567E-5	4.52687786531836	1.72577428178209E-5
					4.52804384272249	1.40798088248952E-5	4.52804384272249	1.57190437506308E-5	4.52804384272249	1.89697343428744E-5	4.52804384272249	1.73160642693662E-5
					4.52920982012662	1.41197334895518E-5	4.52920982012662	1.5762305217095E-5	4.52920982012662	1.90167246174921E-5	4.52920982012662	1.73743857209115E-5
					4.53037579753076	1.41596581542084E-5	4.53037579753076	1.58055666835591E-5	4.53037579753076	1.90637148921098E-5	4.53037579753076	1.74327071724568E-5
					4.53154177493489	1.4199582818865E-5	4.53154177493489	1.58488281500232E-5	4.53154177493489	1.91107051667275E-5	4.53154177493489	1.74910286240022E-5
					4.53270775233902	1.42395074835217E-5	4.53270775233902	1.58920896164873E-5	4.53270775233902	1.91576954413452E-5	4.53270775233902	1.75493500755475E-5
					4.53387372974316	1.42794321481783E-5	4.53387372974316	1.59353510829515E-5	4.53387372974316	1.92046857159629E-5	4.53387372974316	1.76076715270928E-5
					4.53503970714729	1.43193568128349E-5	4.53503970714729	1.59786125494156E-5	4.53503970714729	1.92516759905806E-5	4.53503970714729	1.76659929786381E-5
					4.53620568455142	1.43592814774915E-5	4.53620568455142	1.60218740158797E-5	4.53620568455142	1.92986662651983E-5	4.53620568455142	1.77243144301834E-5
					4.53737166195555	1.43992061421481E-5	4.53737166195555	1.60651354823438E-5	4.53737166195555	1.93456565398161E-5	4.53737166195555	1.77826358817287E-5
					4.53853763935969	1.44391308068047E-5	4.53853763935969	1.61083969488079E-5	4.53853763935969	1.93926468144338E-5	4.53853763935969	1.7840957333274E-5
					4.53970361676382	1.44790554714613E-5	4.53970361676382	1.6151658415272E-5	4.53970361676382	1.94396370890515E-5	4.53970361676382	1.78992787848193E-5
					4.54086959416795	1.4518980136118E-5	4.54086959416795	1.61949198817362E-5	4.54086959416795	1.94866273636692E-5	4.54086959416795	1.79576002363646E-5
					4.54203557157209	1.45589048007746E-5	4.54203557157209	1.62381813482003E-5	4.54203557157209	1.95336176382869E-5	4.54203557157209	1.80159216879099E-5
					4.54320154897622	1.45988294654312E-5	4.54320154897622	1.62814428146644E-5	4.54320154897622	1.95806079129046E-5	4.54320154897622	1.80742431394553E-5
					4.54436752638035	1.46387541300878E-5	4.54436752638035	1.63247042811285E-5	4.54436752638035	1.96275981875223E-5	4.54436752638035	1.81325645910006E-5
					4.54553350378449	1.46786787947445E-5	4.54553350378449	1.63679657475927E-5	4.54553350378449	1.96745884621401E-5	4.54553350378449	1.81908860425459E-5
					4.54669948118862	1.47186034594011E-5	4.54669948118862	1.64112272140568E-5	4.54669948118862	1.97215787367578E-5	4.54669948118862	1.82492074940912E-5
					4.54786545859275	1.47585281240577E-5	4.54786545859275	1.64544886805209E-5	4.54786545859275	1.97685690113755E-5	4.54786545859275	1.83075289456365E-5
					4.54903143599689	1.47984527887143E-5	4.54903143599689	1.6497750146985E-5	4.54903143599689	1.98155592859932E-5	4.54903143599689	1.83658503971818E-5
					4.55019741340102	1.48383774533709E-5	4.55019741340102	1.65410116134492E-5	4.55019741340102	1.98625495606109E-5	4.55019741340102	1.84241718487271E-5
					4.55136339080515	1.48783021180276E-5	4.55136339080515	1.65842730799133E-5	4.55136339080515	1.99095398352286E-5	4.55136339080515	1.84824933002724E-5
					4.55252936820929	1.49182267826842E-5	4.55252936820929	1.66275345463774E-5	4.55252936820929	1.99565301098463E-5	4.55252936820929	1.85408147518177E-5
					4.55369534561342	1.49581514473408E-5	4.55369534561342	1.66707960128415E-5	4.55369534561342	2.00035203844641E-5	4.55369534561342	1.85991362033631E-5
					4.55486132301755	1.49980761119974E-5	4.55486132301755	1.67140574793056E-5	4.55486132301755	2.00505106590818E-5	4.55486132301755	1.86574576549083E-5
					4.55602730042169	1.5038000776654E-5	4.55602730042169	1.67573189457698E-5	4.55602730042169	2.00975009336995E-5	4.55602730042169	1.87157791064537E-5
					4.55719327782582	1.50779254413106E-5	4.55719327782582	1.68005804122339E-5	4.55719327782582	2.01444912083172E-5	4.55719327782582	1.8774100557999E-5
					4.55835925522995	1.51178501059673E-5	4.55835925522995	1.6843841878698E-5	4.55835925522995	2.01914814829349E-5	4.55835925522995	1.88324220095443E-5
					4.55952523263408	1.51577747706239E-5	4.55952523263408	1.68871033451621E-5	4.55952523263408	2.02384717575526E-5	4.55952523263408	1.88907434610896E-5
					4.56069121003822	1.51976994352805E-5	4.56069121003822	1.69303648116262E-5	4.56069121003822	2.02854620321703E-5	4.56069121003822	1.89490649126349E-5
					4.56185718744235	1.52376240999371E-5	4.56185718744235	1.69736262780904E-5	4.56185718744235	2.0332452306788E-5	4.56185718744235	1.90073863641802E-5
					4.56302316484648	1.52775487645937E-5	4.56302316484648	1.70168877445545E-5	4.56302316484648	2.03794425814057E-5	4.56302316484648	1.90657078157255E-5
					4.56418914225062	1.53174734292503E-5	4.56418914225062	1.70601492110186E-5	4.56418914225062	2.04264328560234E-5	4.56418914225062	1.91240292672708E-5
					4.56535511965475	1.5357398093907E-5	4.56535511965475	1.71034106774827E-5	4.56535511965475	2.04734231306412E-5	4.56535511965475	1.91823507188162E-5
					4.56652109705888	1.53973227585636E-5	4.56652109705888	1.71466721439469E-5	4.56652109705888	2.05204134052589E-5	4.56652109705888	1.92406721703615E-5
					4.56768707446302	1.54372474232202E-5	4.56768707446302	1.7189933610411E-5	4.56768707446302	2.05674036798766E-5	4.56768707446302	1.92989936219068E-5
					4.56885305186715	1.54771720878768E-5	4.56885305186715	1.72331950768751E-5	4.56885305186715	2.06143939544943E-5	4.56885305186715	1.93573150734521E-5
					4.57001902927128	1.55170967525334E-5	4.57001902927128	1.72764565433392E-5	4.57001902927128	2.0661384229112E-5	4.57001902927128	1.94156365249974E-5
					4.57118500667542	1.55570214171901E-5	4.57118500667542	1.73197180098033E-5	4.57118500667542	2.07083745037297E-5	4.57118500667542	1.94739579765427E-5
					4.57235098407955	1.55969460818467E-5	4.57235098407955	1.73629794762674E-5	4.57235098407955	2.07553647783474E-5	4.57235098407955	1.9532279428088E-5
					4.57351696148368	1.56368707465033E-5	4.57351696148368	1.74062409427316E-5	4.57351696148368	2.08023550529651E-5	4.57351696148368	1.95906008796333E-5
					4.57468293888781	1.56767954111599E-5	4.57468293888781	1.74495024091957E-5	4.57468293888781	2.08493453275828E-5	4.57468293888781	1.96489223311786E-5
					4.57584891629195	1.57167200758166E-5	4.57584891629195	1.74927638756598E-5	4.57584891629195	2.08963356022006E-5	4.57584891629195	1.97072437827239E-5
					4.57701489369608	1.57566447404732E-5	4.57701489369608	1.7536025342124E-5	4.57701489369608	2.09433258768183E-5	4.57701489369608	1.97655652342692E-5
					4.57818087110021	1.57965694051298E-5	4.57818087110021	1.75792868085881E-5	4.57818087110021	2.0990316151436E-5	4.57818087110021	1.98238866858145E-5
					4.57934684850435	1.58364940697864E-5	4.57934684850435	1.76225482750522E-5	4.57934684850435	2.10373064260537E-5	4.57934684850435	1.98822081373598E-5
					4.58051282590848	1.5876418734443E-5	4.58051282590848	1.76658097415163E-5	4.58051282590848	2.10842967006714E-5	4.58051282590848	1.99405295889051E-5
					4.58167880331261	1.59163433990996E-5	4.58167880331261	1.77090712079804E-5	4.58167880331261	2.11312869752891E-5	4.58167880331261	1.99988510404505E-5
					4.58284478071675	1.59562680637562E-5	4.58284478071675	1.77523326744445E-5	4.58284478071675	2.11782772499068E-5	4.58284478071675	2.00571724919958E-5
					4.58401075812088	1.59961927284129E-5	4.58401075812088	1.77955941409086E-5	4.58401075812088	2.12252675245245E-5	4.58401075812088	2.01154939435411E-5
					4.58517673552501	1.60361173930695E-5	4.58517673552501	1.78388556073728E-5	4.58517673552501	2.12722577991422E-5	4.58517673552501	2.01738153950864E-5
					4.58634271292915	1.60760420577261E-5	4.58634271292915	1.78821170738369E-5	4.58634271292915	2.131924807376E-5	4.58634271292915	2.02321368466317E-5
					4.58750869033328	1.61159667223827E-5	4.58750869033328	1.7925378540301E-5	4.58750869033328	2.13662383483777E-5	4.58750869033328	2.0290458298177E-5
					4.58867466773741	1.61558913870394E-5	4.58867466773741	1.79686400067652E-5	4.58867466773741	2.14132286229954E-5	4.58867466773741	2.03487797497223E-5
					4.58984064514155	1.6195816051696E-5	4.58984064514155	1.80119014732293E-5	4.58984064514155	2.14602188976131E-5	4.58984064514155	2.04071012012676E-5
					4.59100662254568	1.62357407163526E-5	4.59100662254568	1.80551629396934E-5	4.59100662254568	2.15072091722308E-5	4.59100662254568	2.0465422652813E-5
					4.59217259994981	1.62756653810092E-5	4.59217259994981	1.80984244061575E-5	4.59217259994981	2.15541994468485E-5	4.59217259994981	2.05237441043583E-5
					4.59333857735395	1.63155900456658E-5	4.59333857735395	1.81416858726216E-5	4.59333857735395	2.16011897214662E-5	4.59333857735395	2.05820655559036E-5
					4.59450455475808	1.63555147103224E-5	4.59450455475808	1.81849473390858E-5	4.59450455475808	2.1648179996084E-5	4.59450455475808	2.06403870074488E-5
					4.59567053216221	1.6395439374979E-5	4.59567053216221	1.82282088055499E-5	4.59567053216221	2.16951702707017E-5	4.59567053216221	2.06987084589941E-5
					4.59683650956634	1.64353640396357E-5	4.59683650956634	1.8271470272014E-5	4.59683650956634	2.17421605453194E-5	4.59683650956634	2.07570299105395E-5
					4.59800248697048	1.64752887042923E-5	4.59800248697048	1.83147317384781E-5	4.59800248697048	2.17891508199371E-5	4.59800248697048	2.08153513620848E-5
					4.59916846437461	1.65152133689489E-5	4.59916846437461	1.83579932049422E-5	4.59916846437461	2.18361410945548E-5	4.59916846437461	2.08736728136301E-5
					4.60033444177874	1.65551380336055E-5	4.60033444177874	1.84012546714064E-5	4.60033444177874	2.18831313691725E-5	4.60033444177874	2.09319942651754E-5
					4.60150041918288	1.65950626982622E-5	4.60150041918288	1.84445161378705E-5	4.60150041918288	2.19301216437902E-5	4.60150041918288	2.09903157167207E-5
					4.60266639658701	1.66349873629188E-5	4.60266639658701	1.84877776043346E-5	4.60266639658701	2.1977111918408E-5	4.60266639658701	2.1048637168266E-5
					4.60383237399114	1.66749120275754E-5	4.60383237399114	1.85310390707987E-5	4.60383237399114	2.20241021930257E-5	4.60383237399114	2.11069586198113E-5
					4.60499835139528	1.6714836692232E-5	4.60499835139528	1.85743005372628E-5	4.60499835139528	2.20710924676434E-5	4.60499835139528	2.11652800713566E-5
					4.60616432879941	1.67547613568886E-5	4.60616432879941	1.8617562003727E-5	4.60616432879941	2.21180827422611E-5	4.60616432879941	2.12236015229019E-5
					4.60733030620354	1.67946860215452E-5	4.60733030620354	1.86608234701911E-5	4.60733030620354	2.21650730168788E-5	4.60733030620354	2.12819229744473E-5
					4.60849628360768	1.68346106862019E-5	4.60849628360768	1.87040849366552E-5	4.60849628360768	2.22120632914965E-5	4.60849628360768	2.13402444259926E-5
					4.60966226101181	1.68745353508585E-5	4.60966226101181	1.87473464031194E-5	4.60966226101181	2.22590535661142E-5	4.60966226101181	2.13985658775379E-5
					4.61082823841594	1.69144600155151E-5	4.61082823841594	1.87906078695835E-5	4.61082823841594	2.23060438407319E-5	4.61082823841594	2.14568873290832E-5
					4.61199421582008	1.69543846801717E-5	4.61199421582008	1.88338693360476E-5	4.61199421582008	2.23530341153496E-5	4.61199421582008	2.15152087806285E-5
					4.61316019322421	1.69943093448283E-5	4.61316019322421	1.88771308025117E-5	4.61316019322421	2.24000243899674E-5	4.61316019322421	2.15735302321738E-5
					4.61432617062834	1.7034234009485E-5	4.61432617062834	1.89203922689758E-5	4.61432617062834	2.24470146645851E-5	4.61432617062834	2.16318516837191E-5
					4.61549214803247	1.70741586741416E-5	4.61549214803247	1.89636537354399E-5	4.61549214803247	2.24940049392028E-5	4.61549214803247	2.16901731352644E-5
					4.61665812543661	1.71140833387982E-5	4.61665812543661	1.9006915201904E-5	4.61665812543661	2.25409952138205E-5	4.61665812543661	2.17484945868097E-5
					4.61782410284074	1.71540080034548E-5	4.61782410284074	1.90501766683682E-5	4.61782410284074	2.25879854884382E-5	4.61782410284074	2.1806816038355E-5
					4.61899008024487	1.71939326681114E-5	4.61899008024487	1.90934381348323E-5	4.61899008024487	2.26349757630559E-5	4.61899008024487	2.18651374899003E-5
					4.62015605764901	1.72338573327681E-5	4.62015605764901	1.91366996012964E-5	4.62015605764901	2.26819660376736E-5	4.62015605764901	2.19234589414457E-5
					4.62132203505314	1.72737819974247E-5	4.62132203505314	1.91799610677606E-5	4.62132203505314	2.27289563122914E-5	4.62132203505314	2.1981780392991E-5
					4.62248801245727	1.73137066620813E-5	4.62248801245727	1.92232225342247E-5	4.62248801245727	2.27759465869091E-5	4.62248801245727	2.20401018445363E-5
					4.62365398986141	1.73536313267379E-5	4.62365398986141	1.92664840006888E-5	4.62365398986141	2.28229368615268E-5	4.62365398986141	2.20984232960816E-5
					4.62481996726554	1.73935559913945E-5	4.62481996726554	1.93097454671529E-5	4.62481996726554	2.28699271361445E-5	4.62481996726554	2.21567447476269E-5
					4.62598594466967	1.74334806560511E-5	4.62598594466967	1.9353006933617E-5	4.62598594466967	2.29169174107622E-5	4.62598594466967	2.22150661991722E-5
					4.62715192207381	1.74734053207078E-5	4.62715192207381	1.93962684000811E-5	4.62715192207381	2.29639076853799E-5	4.62715192207381	2.22733876507175E-5
					4.62831789947794	1.75133299853644E-5	4.62831789947794	1.94395298665453E-5	4.62831789947794	2.30108979599976E-5	4.62831789947794	2.23317091022628E-5
					4.62948387688207	1.7553254650021E-5	4.62948387688207	1.94827913330094E-5	4.62948387688207	2.30578882346153E-5	4.62948387688207	2.23900305538081E-5
					4.63064985428621	1.75931793146776E-5	4.63064985428621	1.95260527994735E-5	4.63064985428621	2.3104878509233E-5	4.63064985428621	2.24483520053534E-5
					4.63181583169034	1.76331039793343E-5	4.63181583169034	1.95693142659376E-5	4.63181583169034	2.31518687838508E-5	4.63181583169034	2.25066734568988E-5
					4.63298180909447	1.76730286439909E-5	4.63298180909447	1.96125757324018E-5	4.63298180909447	2.31988590584685E-5	4.63298180909447	2.25649949084441E-5
					4.63414778649861	1.77129533086475E-5	4.63414778649861	1.96558371988659E-5	4.63414778649861	2.32458493330862E-5	4.63414778649861	2.26233163599894E-5
					4.63531376390274	1.77528779733041E-5	4.63531376390274	1.969909866533E-5	4.63531376390274	2.32928396077039E-5	4.63531376390274	2.26816378115347E-5
					4.63647974130687	1.77928026379607E-5	4.63647974130687	1.97423601317941E-5	4.63647974130687	2.33398298823216E-5	4.63647974130687	2.273995926308E-5
					4.637645718711	1.78327273026173E-5	4.637645718711	1.97856215982582E-5	4.637645718711	2.33868201569393E-5	4.637645718711	2.27982807146253E-5
					4.63881169611514	1.78726519672739E-5	4.63881169611514	1.98288830647223E-5	4.63881169611514	2.3433810431557E-5	4.63881169611514	2.28566021661706E-5
					4.63997767351927	1.79125766319306E-5	4.63997767351927	1.98721445311865E-5	4.63997767351927	2.34808007061747E-5	4.63997767351927	2.29149236177159E-5
					4.6411436509234	1.79525012965872E-5	4.6411436509234	1.99154059976506E-5	4.6411436509234	2.35277909807924E-5	4.6411436509234	2.29732450692612E-5
					4.64230962832754	1.79924259612438E-5	4.64230962832754	1.99586674641147E-5	4.64230962832754	2.35747812554102E-5	4.64230962832754	2.30315665208066E-5
					4.64347560573167	1.80323506259004E-5	4.64347560573167	2.00019289305788E-5	4.64347560573167	2.36217715300279E-5	4.64347560573167	2.30898879723519E-5
					4.6446415831358	1.80722752905571E-5	4.6446415831358	2.0045190397043E-5	4.6446415831358	2.36687618046456E-5	4.6446415831358	2.31482094238972E-5
					4.64580756053994	1.81121999552137E-5	4.64580756053994	2.00884518635071E-5	4.64580756053994	2.37157520792633E-5	4.64580756053994	2.32065308754425E-5
					4.64697353794407	1.81521246198703E-5	4.64697353794407	2.01317133299712E-5	4.64697353794407	2.3762742353881E-5	4.64697353794407	2.32648523269878E-5
					4.6481395153482	1.81920492845269E-5	4.6481395153482	2.01749747964353E-5	4.6481395153482	2.38097326284987E-5	4.6481395153482	2.33231737785331E-5
					4.64930549275234	1.82319739491835E-5	4.64930549275234	2.02182362628995E-5	4.64930549275234	2.38567229031164E-5	4.64930549275234	2.33814952300784E-5
					4.65047147015647	1.82718986138401E-5	4.65047147015647	2.02614977293636E-5	4.65047147015647	2.39037131777341E-5	4.65047147015647	2.34398166816237E-5
					4.6516374475606	1.83118232784967E-5	4.6516374475606	2.03047591958277E-5	4.6516374475606	2.39507034523519E-5	4.6516374475606	2.3498138133169E-5
					4.65280342496474	1.83517479431533E-5	4.65280342496474	2.03480206622918E-5	4.65280342496474	2.39976937269696E-5	4.65280342496474	2.35564595847143E-5
					4.65396940236887	1.839167260781E-5	4.65396940236887	2.03912821287559E-5	4.65396940236887	2.40446840015873E-5	4.65396940236887	2.36147810362597E-5
					4.655135379773	1.84315972724666E-5	4.655135379773	2.04345435952201E-5	4.655135379773	2.4091674276205E-5	4.655135379773	2.3673102487805E-5
					4.65630135717714	1.84715219371232E-5	4.65630135717714	2.04778050616842E-5	4.65630135717714	2.41386645508227E-5	4.65630135717714	2.37314239393503E-5
					4.65746733458127	1.85114466017799E-5	4.65746733458127	2.05210665281483E-5	4.65746733458127	2.41856548254404E-5	4.65746733458127	2.37897453908956E-5
					4.6586333119854	1.85513712664365E-5	4.6586333119854	2.05643279946124E-5	4.6586333119854	2.42326451000581E-5	4.6586333119854	2.38480668424409E-5
					4.65979928938953	1.85912959310931E-5	4.65979928938953	2.06075894610765E-5	4.65979928938953	2.42796353746758E-5	4.65979928938953	2.39063882939862E-5
					4.66096526679367	1.86312205957497E-5	4.66096526679367	2.06508509275407E-5	4.66096526679367	2.43266256492935E-5	4.66096526679367	2.39647097455315E-5
					4.6621312441978	1.86711452604063E-5	4.6621312441978	2.06941123940048E-5	4.6621312441978	2.43736159239112E-5	4.6621312441978	2.40230311970768E-5
					4.66329722160193	1.87110699250629E-5	4.66329722160193	2.07373738604689E-5	4.66329722160193	2.4420606198529E-5	4.66329722160193	2.40813526486221E-5
					4.66446319900607	1.87509945897196E-5	4.66446319900607	2.0780635326933E-5	4.66446319900607	2.44675964731467E-5	4.66446319900607	2.41396741001674E-5
					4.6656291764102	1.87909192543762E-5	4.6656291764102	2.08238967933972E-5	4.6656291764102	2.45145867477644E-5	4.6656291764102	2.41979955517127E-5
					4.66679515381433	1.88308439190328E-5	4.66679515381433	2.08671582598613E-5	4.66679515381433	2.45615770223821E-5	4.66679515381433	2.4256317003258E-5
